+-----------------+----+-----------------+------------------------------------------+-------------+------------------------+
| Number of Nodes | %  | Number of Edges |                 Cliques                  | Different k |          Time          |
|        75       | 25 |       623       |             [2, 3, 4, 5, 6]              |      5      | 0.0029480457305908203  |
|        75       | 50 |       1085      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.008583784103393555  |
|        75       | 75 |       1465      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.02409529685974121   |
|        76       | 12 |       321       |               [2, 3, 4, 5]               |      4      |  0.001355886459350586  |
|        76       | 25 |       635       |             [2, 3, 4, 5, 6]              |      5      | 0.0030829906463623047  |
|        76       | 50 |       1125      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.008111953735351562  |
|        76       | 75 |       1506      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.026521682739257812  |
|        77       | 12 |       328       |               [2, 3, 4, 5]               |      4      | 0.0013360977172851562  |
|        77       | 25 |       653       |            [2, 3, 4, 5, 6, 7]            |      6      | 0.0027608871459960938  |
|        77       | 50 |       1160      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.008764982223510742  |
|        77       | 75 |       1540      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.027022123336791992  |
|        78       | 12 |       342       |               [2, 3, 4, 5]               |      4      | 0.0013871192932128906  |
|        78       | 25 |       668       |             [2, 3, 4, 5, 6]              |      5      |  0.002908945083618164  |
|        78       | 50 |       1176      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.008452177047729492  |
|        78       | 75 |       1593      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.030204296112060547  |
|        79       | 12 |       351       |               [2, 3, 4, 5]               |      4      | 0.0016148090362548828  |
|        79       | 25 |       683       |             [2, 3, 4, 5, 6]              |      5      | 0.0032949447631835938  |
|        79       | 50 |       1201      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.01091909408569336   |
|        79       | 75 |       1599      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.027650833129882812  |
|        80       | 12 |       359       |             [2, 3, 4, 5, 6]              |      5      | 0.0023832321166992188  |
|        80       | 25 |       700       |             [2, 3, 4, 5, 6]              |      5      | 0.0034089088439941406  |
|        80       | 50 |       1241      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.010299921035766602  |
|        80       | 75 |       1647      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.033905982971191406  |
|        81       | 12 |       367       |             [2, 3, 4, 5, 6]              |      5      | 0.0017850399017333984  |
|        81       | 25 |       712       |             [2, 3, 4, 5, 6]              |      5      |  0.003362894058227539  |
|        81       | 50 |       1256      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.010376930236816406  |
|        81       | 75 |       1682      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.03160881996154785   |
|        82       | 12 |       376       |               [2, 3, 4, 5]               |      4      | 0.0016188621520996094  |
|        82       | 25 |       735       |             [2, 3, 4, 5, 6]              |      5      |  0.003201007843017578  |
|        82       | 50 |       1296      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.010715007781982422  |
|        82       | 75 |       1716      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.03452491760253906   |
|        83       | 12 |       383       |               [2, 3, 4, 5]               |      4      | 0.0016570091247558594  |
|        83       | 25 |       747       |             [2, 3, 4, 5, 6]              |      5      | 0.0033071041107177734  |
|        83       | 50 |       1322      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.01024174690246582   |
|        83       | 75 |       1776      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.035032033920288086  |
|        84       | 12 |       390       |               [2, 3, 4, 5]               |      4      |  0.001772165298461914  |
|        84       | 25 |       778       |             [2, 3, 4, 5, 6]              |      5      | 0.0036690235137939453  |
|        84       | 50 |       1368      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.011902093887329102  |
|        84       | 75 |       1828      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.037316083908081055  |
|        85       | 12 |       405       |               [2, 3, 4, 5]               |      4      | 0.0019791126251220703  |
|        85       | 25 |       801       |            [2, 3, 4, 5, 6, 7]            |      6      |  0.004033088684082031  |
|        85       | 50 |       1376      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.012014150619506836  |
|        85       | 75 |       1866      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.042530059814453125  |
|        86       | 12 |       423       |               [2, 3, 4, 5]               |      4      | 0.0019681453704833984  |
|        86       | 25 |       812       |             [2, 3, 4, 5, 6]              |      5      |  0.003961086273193359  |
|        86       | 50 |       1435      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.014733076095581055  |
|        86       | 75 |       1932      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.046243906021118164  |
|        87       | 12 |       425       |               [2, 3, 4, 5]               |      4      | 0.0019390583038330078  |
|        87       | 25 |       828       |             [2, 3, 4, 5, 6]              |      5      |  0.004794120788574219  |
|        87       | 50 |       1477      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.01393580436706543   |
|        87       | 75 |       1966      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.04992103576660156   |
|        88       | 12 |       426       |             [2, 3, 4, 5, 6]              |      5      | 0.0021278858184814453  |
|        88       | 25 |       844       |             [2, 3, 4, 5, 6]              |      5      |  0.004140138626098633  |
|        88       | 50 |       1511      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.014286279678344727  |
|        88       | 75 |       2031      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.05237627029418945   |
|        89       | 12 |       438       |               [2, 3, 4, 5]               |      4      | 0.0018928050994873047  |
|        89       | 25 |       860       |            [2, 3, 4, 5, 6, 7]            |      6      |  0.004776954650878906  |
|        89       | 50 |       1560      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.016996145248413086  |
|        89       | 75 |       2068      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.05851483345031738   |
|        90       | 12 |       446       |               [2, 3, 4, 5]               |      4      | 0.0019729137420654297  |
|        90       | 25 |       884       |             [2, 3, 4, 5, 6]              |      5      | 0.0040624141693115234  |
|        90       | 50 |       1578      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.014534950256347656  |
|        90       | 75 |       2120      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.059992074966430664  |
|        91       | 12 |       461       |               [2, 3, 4, 5]               |      4      | 0.0021038055419921875  |
|        91       | 25 |       908       |             [2, 3, 4, 5, 6]              |      5      |  0.004539966583251953  |
|        91       | 50 |       1596      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.014831066131591797  |
|        91       | 75 |       2173      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.06637692451477051   |
|        92       | 12 |       467       |               [2, 3, 4, 5]               |      4      | 0.0022437572479248047  |
|        92       | 25 |       926       |             [2, 3, 4, 5, 6]              |      5      |  0.004260063171386719  |
|        92       | 50 |       1624      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.014490842819213867  |
|        92       | 75 |       2213      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |  0.06759095191955566   |
|        93       | 12 |       480       |               [2, 3, 4, 5]               |      4      |  0.002151012420654297  |
|        93       | 25 |       948       |             [2, 3, 4, 5, 6]              |      5      |  0.00458073616027832   |
|        93       | 50 |       1684      |            [2, 3, 4, 5, 6, 7]            |      6      |   0.0167238712310791   |
|        93       | 75 |       2266      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.06891584396362305   |
|        94       | 12 |       487       |             [2, 3, 4, 5, 6]              |      5      |  0.002992868423461914  |
|        94       | 25 |       972       |             [2, 3, 4, 5, 6]              |      5      |  0.004803657531738281  |
|        94       | 50 |       1710      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.01952505111694336   |
|        94       | 75 |       2317      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.07123208045959473   |
|        95       | 12 |       511       |               [2, 3, 4, 5]               |      4      | 0.0023889541625976562  |
|        95       | 25 |       994       |             [2, 3, 4, 5, 6]              |      5      |  0.004678010940551758  |
|        95       | 50 |       1751      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.019160985946655273  |
|        95       | 75 |       2351      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.07094573974609375   |
|        96       | 12 |       521       |               [2, 3, 4, 5]               |      4      |  0.002496957778930664  |
|        96       | 25 |       1010      |            [2, 3, 4, 5, 6, 7]            |      6      | 0.0056209564208984375  |
|        96       | 50 |       1791      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.02180004119873047   |
|        96       | 75 |       2401      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.08453679084777832   |
|        97       | 12 |       533       |             [2, 3, 4, 5, 6]              |      5      | 0.0033469200134277344  |
|        97       | 25 |       1039      |             [2, 3, 4, 5, 6]              |      5      | 0.0053577423095703125  |
|        97       | 50 |       1819      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.019177913665771484  |
|        97       | 75 |       2438      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.07599592208862305   |
|        98       | 12 |       547       |               [2, 3, 4, 5]               |      4      | 0.0023658275604248047  |
|        98       | 25 |       1073      |             [2, 3, 4, 5, 6]              |      5      |  0.005266904830932617  |
|        98       | 50 |       1888      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.022568941116333008  |
|        98       | 75 |       2523      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.08742499351501465   |
|        99       | 12 |       552       |             [2, 3, 4, 5, 6]              |      5      |  0.003665924072265625  |
|        99       | 25 |       1077      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.007077217102050781  |
|        99       | 50 |       1915      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.022349119186401367  |
|        99       | 75 |       2549      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |  0.08850884437561035   |
|       100       | 12 |       567       |               [2, 3, 4, 5]               |      4      | 0.0027511119842529297  |
|       100       | 25 |       1109      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.006373882293701172  |
|       100       | 50 |       1975      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.022171974182128906  |
|       100       | 75 |       2601      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.08938121795654297   |
|       101       | 12 |       569       |               [2, 3, 4, 5]               |      4      | 0.0025992393493652344  |
|       101       | 25 |       1107      |             [2, 3, 4, 5, 6]              |      5      |  0.006052970886230469  |
|       101       | 50 |       1995      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.022954940795898438  |
|       101       | 75 |       2648      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.10003304481506348   |
|       102       | 12 |       586       |               [2, 3, 4, 5]               |      4      |  0.002605915069580078  |
|       102       | 25 |       1144      |             [2, 3, 4, 5, 6]              |      5      | 0.0056879520416259766  |
|       102       | 50 |       2030      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.024451017379760742  |
|       102       | 75 |       2683      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.09560084342956543   |
|       103       | 12 |       593       |               [2, 3, 4, 5]               |      4      | 0.0028879642486572266  |
|       103       | 25 |       1160      |             [2, 3, 4, 5, 6]              |      5      |  0.006066799163818359  |
|       103       | 50 |       2084      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.024173736572265625  |
|       103       | 75 |       2783      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.11064672470092773   |
|       104       | 12 |       609       |               [2, 3, 4, 5]               |      4      |  0.002663850784301758  |
|       104       | 25 |       1189      |             [2, 3, 4, 5, 6]              |      5      | 0.0059549808502197266  |
|       104       | 50 |       2126      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.02642989158630371   |
|       104       | 75 |       2864      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.1250467300415039   |
|       105       | 12 |       622       |             [2, 3, 4, 5, 6]              |      5      | 0.0037910938262939453  |
|       105       | 25 |       1207      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.00845479965209961   |
|       105       | 50 |       2124      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.023643970489501953  |
|       105       | 75 |       2900      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.12402701377868652   |
|       106       | 12 |       637       |               [2, 3, 4, 5]               |      4      | 0.0028989315032958984  |
|       106       | 25 |       1227      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.007791042327880859  |
|       106       | 50 |       2183      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.02978372573852539   |
|       106       | 75 |       2928      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.12402796745300293   |
|       107       | 12 |       649       |               [2, 3, 4, 5]               |      4      | 0.0031621456146240234  |
|       107       | 25 |       1259      |             [2, 3, 4, 5, 6]              |      5      |  0.006329059600830078  |
|       107       | 50 |       2251      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.032553911209106445  |
|       107       | 75 |       3017      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |   0.1490039825439453   |
|       108       | 12 |       659       |             [2, 3, 4, 5, 6]              |      5      |  0.004002094268798828  |
|       108       | 25 |       1291      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.008588075637817383  |
|       108       | 50 |       2274      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.02909398078918457   |
|       108       | 75 |       3046      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.13993597030639648   |
|       109       | 12 |       665       |             [2, 3, 4, 5, 6]              |      5      | 0.0038309097290039062  |
|       109       | 25 |       1304      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.008526802062988281  |
|       109       | 50 |       2324      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.03526592254638672   |
|       109       | 75 |       3084      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.14223599433898926   |
|       110       | 12 |       679       |               [2, 3, 4, 5]               |      4      |  0.003331899642944336  |
|       110       | 25 |       1336      |             [2, 3, 4, 5, 6]              |      5      |  0.007164955139160156  |
|       110       | 50 |       2352      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.03159499168395996   |
|       110       | 75 |       3150      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.15306401252746582   |
|       111       | 12 |       691       |               [2, 3, 4, 5]               |      4      |  0.003381013870239258  |
|       111       | 25 |       1347      |             [2, 3, 4, 5, 6]              |      5      | 0.0071871280670166016  |
|       111       | 50 |       2388      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.035462141036987305  |
|       111       | 75 |       3197      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.15232300758361816   |
|       112       | 12 |       703       |             [2, 3, 4, 5, 6]              |      5      |  0.004084110260009766  |
|       112       | 25 |       1369      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.009654998779296875  |
|       112       | 50 |       2433      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.0373690128326416   |
|       112       | 75 |       3283      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.16133522987365723   |
|       113       | 12 |       705       |               [2, 3, 4, 5]               |      4      |  0.003350973129272461  |
|       113       | 25 |       1398      |             [2, 3, 4, 5, 6]              |      5      |  0.00795888900756836   |
|       113       | 50 |       2475      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.03578901290893555   |
|       113       | 75 |       3300      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.16840076446533203   |
|       114       | 12 |       716       |             [2, 3, 4, 5, 6]              |      5      |  0.00406193733215332   |
|       114       | 25 |       1416      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.009757041931152344  |
|       114       | 50 |       2521      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.03897714614868164   |
|       114       | 75 |       3362      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   0.1795940399169922   |
|       115       | 12 |       747       |               [2, 3, 4, 5]               |      4      | 0.0039937496185302734  |
|       115       | 25 |       1439      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.009039878845214844  |
|       115       | 50 |       2598      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.03786110877990723   |
|       115       | 75 |       3465      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.1912078857421875   |
|       116       | 12 |       761       |             [2, 3, 4, 5, 6]              |      5      |  0.00501704216003418   |
|       116       | 25 |       1479      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.010828018188476562  |
|       116       | 50 |       2649      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.0410921573638916   |
|       116       | 75 |       3525      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |  0.19628334045410156   |
|       117       | 12 |       769       |             [2, 3, 4, 5, 6]              |      5      |  0.003990888595581055  |
|       117       | 25 |       1511      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.009279012680053711  |
|       117       | 50 |       2679      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.04724001884460449   |
|       117       | 75 |       3576      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |  0.20492076873779297   |
|       118       | 12 |       782       |             [2, 3, 4, 5, 6]              |      5      |  0.004515886306762695  |
|       118       | 25 |       1539      |             [2, 3, 4, 5, 6]              |      5      |  0.00847172737121582   |
|       118       | 50 |       2729      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.04164004325866699   |
|       118       | 75 |       3685      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |  0.23489999771118164   |
|       119       | 12 |       789       |               [2, 3, 4, 5]               |      4      | 0.0037260055541992188  |
|       119       | 25 |       1533      |             [2, 3, 4, 5, 6]              |      5      |  0.008394002914428711  |
|       119       | 50 |       2772      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.04552412033081055   |
|       119       | 75 |       3691      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.22069001197814941   |
|       120       | 12 |       806       |               [2, 3, 4, 5]               |      4      |  0.003901243209838867  |
|       120       | 25 |       1574      |            [2, 3, 4, 5, 6, 7]            |      6      |   0.0095062255859375   |
|       120       | 50 |       2834      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.04302215576171875   |
|       120       | 75 |       3798      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.24981284141540527   |
|       121       | 12 |       821       |             [2, 3, 4, 5, 6]              |      5      |  0.004899740219116211  |
|       121       | 25 |       1609      |             [2, 3, 4, 5, 6]              |      5      |  0.008788108825683594  |
|       121       | 50 |       2860      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.047574758529663086  |
|       121       | 75 |       3820      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.23927021026611328   |
|       122       | 12 |       834       |             [2, 3, 4, 5, 6]              |      5      |  0.004680156707763672  |
|       122       | 25 |       1628      |             [2, 3, 4, 5, 6]              |      5      |  0.009122133255004883  |
|       122       | 50 |       2930      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.048089027404785156  |
|       122       | 75 |       3894      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |   0.2562408447265625   |
|       123       | 12 |       840       |             [2, 3, 4, 5, 6]              |      5      |  0.00609898567199707   |
|       123       | 25 |       1643      |             [2, 3, 4, 5, 6]              |      5      |  0.009217023849487305  |
|       123       | 50 |       2951      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.05110001564025879   |
|       123       | 75 |       3909      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.22919702529907227   |
|       124       | 12 |       858       |             [2, 3, 4, 5, 6]              |      5      |  0.006050825119018555  |
|       124       | 25 |       1685      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.01111912727355957   |
|       124       | 50 |       3008      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.05444216728210449   |
|       124       | 75 |       4018      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |   0.2612600326538086   |
|       125       | 12 |       882       |             [2, 3, 4, 5, 6]              |      5      |  0.005228996276855469  |
|       125       | 25 |       1717      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.011039972305297852  |
|       125       | 50 |       3049      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.05478620529174805   |
|       125       | 75 |       4075      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.28917932510375977   |
|       126       | 12 |       893       |             [2, 3, 4, 5, 6]              |      5      |  0.006357908248901367  |
|       126       | 25 |       1742      |             [2, 3, 4, 5, 6]              |      5      |  0.009860992431640625  |
|       126       | 50 |       3109      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.0535130500793457   |
|       126       | 75 |       4165      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |  0.29202985763549805   |
|       127       | 12 |       915       |             [2, 3, 4, 5, 6]              |      5      |  0.006340980529785156  |
|       127       | 25 |       1777      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.013937950134277344  |
|       127       | 50 |       3150      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.054376840591430664  |
|       127       | 75 |       4223      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |   0.3250548839569092   |
|       128       | 12 |       914       |             [2, 3, 4, 5, 6]              |      5      |  0.00561213493347168   |
|       128       | 25 |       1807      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.014467000961303711  |
|       128       | 50 |       3237      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.06029486656188965   |
|       128       | 75 |       4292      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.32764625549316406   |
|       129       | 12 |       925       |             [2, 3, 4, 5, 6]              |      5      | 0.0061969757080078125  |
|       129       | 25 |       1834      |            [2, 3, 4, 5, 6, 7]            |      6      |   0.0121002197265625   |
|       129       | 50 |       3251      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.05731511116027832   |
|       129       | 75 |       4374      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.3577408790588379   |
|       130       | 12 |       935       |             [2, 3, 4, 5, 6]              |      5      |  0.007408857345581055  |
|       130       | 25 |       1850      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.012861967086791992  |
|       130       | 50 |       3316      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.05857110023498535   |
|       130       | 75 |       4449      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.38590097427368164   |
|       131       | 12 |       955       |               [2, 3, 4, 5]               |      4      |  0.004796028137207031  |
|       131       | 25 |       1865      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.014091014862060547  |
|       131       | 50 |       3340      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.06365513801574707   |
|       131       | 75 |       4532      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.4033467769622803   |
|       132       | 12 |       969       |             [2, 3, 4, 5, 6]              |      5      |  0.005099058151245117  |
|       132       | 25 |       1906      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.011810064315795898  |
|       132       | 50 |       3410      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.06017780303955078   |
|       132       | 75 |       4569      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.3864607810974121   |
|       133       | 12 |       991       |             [2, 3, 4, 5, 6]              |      5      |  0.008271217346191406  |
|       133       | 25 |       1956      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.013985872268676758  |
|       133       | 50 |       3472      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.07202816009521484   |
|       133       | 75 |       4625      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.3904399871826172   |
|       134       | 12 |       1005      |             [2, 3, 4, 5, 6]              |      5      | 0.0053310394287109375  |
|       134       | 25 |       1979      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.012225151062011719  |
|       134       | 50 |       3514      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.07584691047668457   |
|       134       | 75 |       4715      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |  0.42319393157958984   |
|       135       | 12 |       1009      |               [2, 3, 4, 5]               |      4      |  0.005202770233154297  |
|       135       | 25 |       1993      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.016319990158081055  |
|       135       | 50 |       3575      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.07152390480041504   |
|       135       | 75 |       4780      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |  0.44770264625549316   |
|       136       | 12 |       1025      |             [2, 3, 4, 5, 6]              |      5      | 0.0063936710357666016  |
|       136       | 25 |       2010      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.01520681381225586   |
|       136       | 50 |       3595      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.0748300552368164   |
|       136       | 75 |       4906      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.5077497959136963   |
|       137       | 12 |       1045      |             [2, 3, 4, 5, 6]              |      5      |  0.005794048309326172  |
|       137       | 25 |       2055      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.013493061065673828  |
|       137       | 50 |       3681      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.07452893257141113   |
|       137       | 75 |       4933      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.471315860748291    |
|       138       | 12 |       1056      |             [2, 3, 4, 5, 6]              |      5      |  0.007694244384765625  |
|       138       | 25 |       2060      |             [2, 3, 4, 5, 6]              |      5      |  0.012783288955688477  |
|       138       | 50 |       3715      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.07660484313964844   |
|       138       | 75 |       5038      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   0.5557019710540771   |
|       139       | 12 |       1082      |               [2, 3, 4, 5]               |      4      | 0.0055921077728271484  |
|       139       | 25 |       2102      |             [2, 3, 4, 5, 6]              |      5      |  0.012960195541381836  |
|       139       | 50 |       3778      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.08197379112243652   |
|       139       | 75 |       5092      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.5376229286193848   |
|       140       | 12 |       1106      |             [2, 3, 4, 5, 6]              |      5      |  0.00798487663269043   |
|       140       | 25 |       2145      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.014136075973510742  |
|       140       | 50 |       3841      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.08141303062438965   |
|       140       | 75 |       5146      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.5630190372467041   |
|       141       | 12 |       1125      |               [2, 3, 4, 5]               |      4      |  0.005942106246948242  |
